"index","Data","Hora","PRECIPITACIO TOTAL, HORARIO (mm)","PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB)","PRESSIO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB)","PRESSIO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB)","RADIACAO GLOBAL (Kj/m)","TEMPERATURA DO AR - BULBO SECO, HORARIA (C)","TEMPERATURA DO PONTO DE ORVALHO (C)","TEMPERATURA MAXIMA NA HORA ANT. (AUT) (C)","TEMPERATURA MINIMA NA HORA ANT. (AUT) (C)","TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (C)","TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (C)","UMIDADE REL. MAX. NA HORA ANT. (AUT) (%)","UMIDADE REL. MIN. NA HORA ANT. (AUT) (%)","UMIDADE RELATIVA DO AR, HORARIA (%)","VENTO, DIRECCIO HORARIA (gr) ( (gr))","VENTO, RAJADA MAXIMA (m/s)","VENTO, VELOCIDADE HORARIA (m/s)","region","state","station","station_code","latitude","longitude","height"
170623,2021-01-30,07:00:00,0,1003.1,1003.5,1003.1,0,23.3,22.5,23.6,23.3,22.8,22.5,95,95,95,74,1,0.1,23.45,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
170629,2021-01-30,13:00:00,4.2,1006.8,1006.9,1006.5,251,24,23,24.6,23.6,23.2,22.6,95,91,94,34,5.3,0.8,24.1,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
170635,2021-01-30,19:00:00,0,1002.5,1004.1,1002.5,1578,28.2,23.1,28.6,27.9,24,22.7,77,71,74,94,4.5,1.7,28.25,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
170641,2021-01-31,01:00:00,0,1004,1004,1003,0,25.3,23.9,25.6,25.1,24,23.7,93,90,92,54,1.9,0.9,25.35,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
170647,2021-01-31,07:00:00,0.2,1004.1,1004.3,1004.1,0,24.1,23.1,24.1,23.9,23.2,23,95,94,95,49,1.7,0.8,24,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
170653,2021-01-31,13:00:00,0,1006.7,1006.7,1006.3,1707,27.8,22.2,29,26.7,23.5,22,79,69,72,71,3.8,1.7,27.85,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
170659,2021-01-31,19:00:00,0,1001.6,1003,1001.6,2293,31.1,22.1,32.4,31,22.7,20.8,59,53,59,105,7.9,2.6,31.7,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
170665,2021-02-01,01:00:00,0,1002.8,1002.8,1001.7,0,26.4,22.7,26.9,26.4,22.8,22.6,80,78,80,101,4.7,1.6,26.65,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
170671,2021-02-01,07:00:00,0,1002.7,1003,1002.6,0,24.7,23.1,24.8,24.7,23.1,23,91,90,91,101,4.5,1.4,24.75,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
170677,2021-02-01,13:00:00,0,1005.9,1005.9,1005.1,1304,27.7,23.2,28.5,25.9,23.9,22.7,85,73,76,76,4,1,27.2,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
170683,2021-02-01,19:00:00,0,1000.7,1002,1000.7,1989,30,22.2,31.7,29.6,24.9,22.2,71,61,63,49,6.7,2.3,30.65,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
170689,2021-02-02,01:00:00,0,1002.8,1002.8,1001.8,0,27.5,25,27.9,27.3,25,24.1,87,81,86,286,2.5,0.8,27.6,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
170695,2021-02-02,07:00:00,0,1002.1,1002.6,1002.1,0,26.2,24.9,26.8,26.2,25.3,24.9,92,91,92,13,1.3,0.2,26.5,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
170701,2021-02-02,13:00:00,0,1005,1005,1004.8,1217,29.5,23.8,29.5,27.6,25,23,80,68,72,41,2.8,0.9,28.55,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
170707,2021-02-02,19:00:00,0.2,1001.9,1002.8,1001.9,425,24.5,22.4,25.5,24.5,22.9,22.2,89,83,88,14,8.7,1,25,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
170713,2021-02-03,01:00:00,0,1004.5,1004.5,1003.5,0,25,22.9,25.3,24.9,23.5,22.9,90,88,88,252,3.5,1.2,25.1,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
170719,2021-02-03,07:00:00,0,1003.6,1003.9,1003.5,0,23.9,23.1,24.1,23.9,23.1,23,95,94,95,12,1.5,0.3,24,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
170725,2021-02-03,13:00:00,0,1006.9,1006.9,1006.2,908,26.3,23.5,26.4,25.2,23.9,23.1,91,84,84,60,4.5,1.5,25.8,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
170731,2021-02-03,19:00:00,0,1003,1004.1,1003,1597,28.6,22.3,29.7,28.6,23.2,22,72,64,69,81,5.8,2.7,29.15,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
170737,2021-02-04,01:00:00,0,1004.3,1004.3,1003,0,26.4,23.1,26.5,25.8,23.5,23.1,86,82,82,114,1.3,0.7,26.15,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
170743,2021-02-04,07:00:00,0,1003.8,1004.3,1003.8,0,25.9,24.2,26.3,25.8,24.2,24,90,88,90,108,1.9,0.7,26.05,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
170749,2021-02-04,13:00:00,0,1006.7,1006.7,1006.4,1201,29,24.2,29.2,26.6,24.9,23.6,87,76,76,181,3,1,27.9,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
170755,2021-02-04,19:00:00,0,1001.5,1003.1,1001.5,2936,32.9,22.6,33.2,32.1,23.1,21.5,57,52,55,98,6,2.3,32.65,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
170761,2021-02-05,01:00:00,0,1003.4,1003.4,1001.9,0,28,23.1,29.3,28,23.1,22.2,75,66,75,42,2.4,0.6,28.65,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
170767,2021-02-05,07:00:00,0,1002.4,1002.8,1002.3,0,25.5,23.9,26,25.5,23.9,23.7,91,88,91,16,1,0.3,25.75,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
170773,2021-02-05,13:00:00,0,1005.4,1005.4,1004.9,1575,29.4,23.5,30.3,28.2,24.9,23,78,67,71,16,4.2,1.5,29.25,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
170779,2021-02-05,19:00:00,0,1000.2,1001.2,1000.2,1716,32.3,22.2,33.1,30.3,23,21,63,50,55,54,6.1,2.1,31.7,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
170785,2021-02-06,01:00:00,0,1004.3,1004.3,1003,0,28.2,23.9,29.3,28.2,23.9,23,77,70,77,157,1.8,0.4,28.75,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
170791,2021-02-06,07:00:00,0,1002.9,1003.1,1002.8,0,26.3,24.4,26.6,26.1,24.4,24,89,87,89,203,2.5,1.2,26.35,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
170797,2021-02-06,13:00:00,0,1007.3,1007.3,1006.3,776,27.6,23.7,27.6,25.8,24,23.3,88,79,79,240,5.3,1.6,26.7,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
170803,2021-02-06,19:00:00,0,1003.5,1004.3,1003.5,1330,26.3,23.2,27,25.1,24.3,22.8,89,79,83,13,4.7,0.8,26.05,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
170809,2021-02-07,01:00:00,0,1005.2,1005.2,1004.2,0,25.4,23.2,25.6,25.3,23.3,23.1,88,87,87,23,2.7,0.6,25.45,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
170815,2021-02-07,07:00:00,0,1004.5,1004.8,1004.5,0,24.7,23.3,25.1,24.6,23.3,23.1,92,89,92,11,1.9,0.4,24.85,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
170821,2021-02-07,13:00:00,0,1007.1,1007.1,1006.5,957,27.7,23.7,27.9,27.3,24.7,23.7,85,78,79,262,3.2,1.1,27.6,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
170827,2021-02-07,19:00:00,0.2,1003,1004.5,1003,2424,27.5,24.1,27.8,25,25,22.9,92,80,82,43,6.5,2.6,26.4,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
170833,2021-02-08,01:00:00,0,1005.2,1005.2,1004.5,0,24.8,22.3,25.2,24.8,22.6,22.2,87,84,86,86,2.5,0.3,25,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
170839,2021-02-08,07:00:00,0,1003,1003.3,1003,0,23.9,22.2,24,23.6,22.3,22,91,89,90,51,1.6,0.6,23.8,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
170845,2021-02-08,13:00:00,0,1007,1007,1006.4,1204,28,23.4,28.4,25.4,24,22.7,87,73,76,296,2.4,0.8,26.9,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
170851,2021-02-08,19:00:00,0,1002.4,1003.2,1002.4,1137,27.5,23.6,28.3,26.9,25.6,23.2,91,77,79,61,4,1.7,27.6,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
170857,2021-02-09,01:00:00,0,1003.5,1003.5,1002.7,0,26.1,23.7,26.7,26.1,24.3,23.7,88,86,87,27,3.9,1,26.4,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
170863,2021-02-09,07:00:00,0,1002.3,1002.4,1002.1,0,24.5,22.9,24.5,24.1,23.1,22.8,93,91,91,71,1.3,0.3,24.3,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
170869,2021-02-09,13:00:00,0,1006.2,1006.2,1005.6,432,26.7,23.9,26.7,25.8,23.9,23,86,83,85,330,2,0.6,26.25,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
170875,2021-02-09,19:00:00,0,1001.6,1002.9,1001.6,975,29.6,22.9,30.3,29.3,23.8,22.6,71,65,67,283,4.1,1.4,29.8,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
170881,2021-02-10,01:00:00,2.2,1005,1005,1003.9,0,24,22.5,27.4,24,24,22.4,92,80,91,77,7.9,2.3,25.7,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
170887,2021-02-10,07:00:00,0.6,1002.6,1003.1,1002.4,0,23.3,22.3,23.4,23.1,22.4,22.1,95,94,94,350,2.9,0.6,23.25,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
170893,2021-02-10,13:00:00,0,1005.4,1005.4,1005,1999,28.4,21.9,28.8,26.8,22.9,21.2,80,67,68,82,4.3,2.3,27.8,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
170899,2021-02-10,19:00:00,0,1000.8,1001.9,1000.8,2196,31,21.5,31.9,30.6,21.9,20.3,58,50,57,70,6.4,2.1,31.25,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
170905,2021-02-11,01:00:00,0,1003.2,1003.2,1002.5,0,26.8,23.7,27.2,26.7,23.7,23.3,83,79,83,68,4.2,1.5,26.95,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
170911,2021-02-11,07:00:00,0,1002.3,1002.5,1002.3,0,25.5,23.1,25.6,25.4,23.7,23.1,90,87,87,62,3.8,1.6,25.5,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
170917,2021-02-11,13:00:00,0,1005.5,1005.6,1005,1343,27.5,22.5,28,26.2,23.4,22.4,83,73,74,54,5.1,2.3,27.1,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
170923,2021-02-11,19:00:00,0,1000.6,1001.8,1000.6,2731,32.2,21,32.6,31.1,22.6,20.8,57,51,52,90,4.5,1.4,31.85,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
170929,2021-02-12,01:00:00,0,1003,1003,1002.2,0,25.6,23.5,25.9,25.6,24,23.5,90,88,88,44,5.8,2.5,25.75,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
170935,2021-02-12,07:00:00,0,1002.7,1003.2,1002.6,0,24.3,23.4,24.5,24.2,23.5,23.3,95,94,94,318,1.6,0.2,24.35,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
170941,2021-02-12,13:00:00,0.2,1005.6,1005.6,1004.9,774,25.2,23,25.6,24.5,23.7,22.8,92,87,87,51,5,2.2,25.05,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
170947,2021-02-12,19:00:00,0,1001.8,1002.3,1001.6,1996,28.3,22.5,28.6,27.7,23.3,22.1,75,70,71,71,8.1,2.5,28.15,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
170953,2021-02-13,01:00:00,0,1003.5,1003.5,1002.6,0,25.4,23.5,26.1,25.4,23.5,23.1,89,84,89,143,1.9,0.7,25.75,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
170959,2021-02-13,07:00:00,0,1002.9,1003.3,1002.9,0,24.7,23.5,25,24.4,23.5,23.2,94,91,93,192,1.5,0.8,24.7,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
170965,2021-02-13,13:00:00,0,1005.4,1005.4,1005,994,27.7,23.9,27.7,26.4,24.1,23.2,86,78,80,307,3.1,0.9,27.05,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
170971,2021-02-13,19:00:00,2.6,1002.8,1003.2,1002.8,121,24.1,23.1,24.4,24.1,23.4,23,94,93,94,95,4.4,0.4,24.25,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
170977,2021-02-14,01:00:00,0,1004.1,1004.1,1003.2,0,23.9,23.1,24,23.9,23.1,23,95,95,95,183,2,0.3,23.95,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
170983,2021-02-14,07:00:00,0,1003.7,1004.1,1003.7,0,24.1,23.3,24.1,24,23.3,23.2,95,95,95,195,1.5,0.6,24.05,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
170989,2021-02-14,13:00:00,0.8,1006.9,1006.9,1005.4,237,24.8,23.6,25.4,24.8,24.5,23.6,95,93,93,35,7.8,1.3,25.1,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
170995,2021-02-14,19:00:00,0.6,1003,1004.1,1003,430,23.8,22.6,23.9,23.5,22.8,22.4,94,93,93,60,2,0.9,23.7,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171001,2021-02-15,01:00:00,0,1003.5,1003.5,1002.8,0,23.7,22.8,23.8,23.6,22.9,22.8,95,95,95,289,0.6,0.3,23.7,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171007,2021-02-15,07:00:00,0,1004,1004.5,1004,1,24.2,23.3,24.4,24.2,23.5,23.3,95,94,94,193,4.3,1.3,24.3,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171013,2021-02-15,13:00:00,0.4,1007,1007,1006.3,349,25.1,23.4,25.1,24.7,23.4,23.2,92,90,91,73,1.8,0.6,24.9,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171019,2021-02-15,19:00:00,6.6,1003.7,1004.3,1003.7,382,24,22.7,28.3,23.7,24.1,22.3,93,77,92,59,7,2.5,26,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171025,2021-02-16,01:00:00,0.2,1005,1005,1004.5,0,24.2,23.2,24.3,24.1,23.2,23,94,93,94,79,4.3,0.8,24.2,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171031,2021-02-16,07:00:00,0,1003.8,1004.3,1003.8,0,24.2,23,24.3,23.8,23.2,22.8,94,92,93,73,1.7,0.8,24.05,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171037,2021-02-16,13:00:00,0,1006.7,1006.8,1006.4,614,26.3,23.8,26.3,25.5,24.1,23.4,90,86,86,40,2.8,1.4,25.9,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171043,2021-02-16,19:00:00,0,1002.7,1004,1002.7,1291,28.3,21.7,31.7,28.3,22.4,20.7,68,54,67,61,7.2,2.6,30,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171049,2021-02-17,01:00:00,0,1004.3,1004.3,1003.1,0,26.7,21.8,27,26.6,21.8,21.5,75,72,75,51,4.5,1.7,26.8,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171055,2021-02-17,07:00:00,0,1003.7,1004.1,1003.7,0,25.1,21.8,25.2,25.1,22.1,21.7,84,81,82,67,4.3,1.3,25.15,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171061,2021-02-17,13:00:00,0,1005.4,1005.6,1005.4,898,27,21.5,27.1,25.8,22.5,21.4,82,71,72,49,4,2.1,26.45,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171067,2021-02-17,19:00:00,0,1001.8,1002.5,1001.8,1923,31.7,21.1,33.6,31.5,21.6,19.8,53,46,53,51,5.2,1.8,32.55,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171073,2021-02-18,01:00:00,0,1005.2,1005.2,1004.3,1,25.6,23.2,26.3,25.5,23.3,22.4,88,79,87,194,3.1,0.9,25.9,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171079,2021-02-18,07:00:00,0,1003.5,1003.6,1003.5,0,24.9,23.8,24.9,24.5,23.8,23.5,94,94,94,27,0.9,0.4,24.7,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171085,2021-02-18,13:00:00,0,1006.9,1006.9,1006.1,1943,29.3,22.1,29.8,27.9,24.2,22,79,65,65,70,6.1,2.5,28.85,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171091,2021-02-18,19:00:00,0,1001.8,1002.9,1001.8,1776,32.1,20.2,33.1,30.7,22.3,19.6,59,46,50,95,4.3,2.1,31.9,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171097,2021-02-19,01:00:00,0,1003.9,1003.9,1003.2,0,28.6,21.6,29.2,28.6,21.8,21.5,66,63,66,74,3.4,1.6,28.9,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171103,2021-02-19,07:00:00,0,1003.6,1004.1,1003.6,0,26.1,21.8,26.7,26,21.9,21.6,78,74,77,54,4.4,1.2,26.35,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171109,2021-02-19,13:00:00,0,1006,1006.1,1005.7,1924,29.9,21.5,30.1,28.5,23.1,21.4,70,61,61,42,6.2,2.5,29.3,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171115,2021-02-19,19:00:00,0,1001.6,1002.8,1001.6,1685,33.3,22.4,33.3,30.3,22.8,20.9,62,48,53,289,5.2,1.4,31.8,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171121,2021-02-20,01:00:00,0,1005,1005,1003.8,0,27.5,21.4,27.9,27.5,21.7,20.8,70,66,69,343,1.5,0.4,27.7,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171127,2021-02-20,07:00:00,5.6,1005.1,1005.7,1005.1,0,21.9,21,22.2,21.8,21.4,20.9,96,94,95,227,9.2,3.9,22,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171133,2021-02-20,13:00:00,0.8,1009.6,1009.6,1008.5,219,22.6,21.6,22.6,22.3,21.6,21.3,94,94,94,274,4.8,1.3,22.45,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171139,2021-02-20,19:00:00,0.6,1005,1006.5,1005,954,25.3,22.6,25.3,23.8,22.8,21.7,92,83,85,315,3.3,0.4,24.55,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171145,2021-02-21,01:00:00,0,1004.1,1004.1,1003.9,0,24.2,22,24.3,23.6,22.4,22,92,87,88,71,2.5,1.5,23.95,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171151,2021-02-21,07:00:00,0,1004.8,1005.2,1004.8,0,23.1,22.2,23.2,23.1,22.2,22.1,95,94,95,61,1.7,0.9,23.15,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171157,2021-02-21,13:00:00,0,1007.8,1007.8,1007.1,950,25.5,22.3,25.6,24.8,22.8,21.8,86,81,83,43,4.6,1.9,25.2,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171163,2021-02-21,19:00:00,0,1003.3,1004.8,1003.3,2470,31.1,21.3,31.5,29.3,22.7,20.1,66,52,56,39,5.2,1.3,30.4,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171169,2021-02-22,01:00:00,0,1005.3,1005.3,1004.2,0,27,22.4,27.3,26.8,22.9,22.3,78,75,76,49,3.8,1.2,27.05,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171175,2021-02-22,07:00:00,0,1004.2,1004.5,1004.2,0,25.2,21.7,25.4,25.2,22.1,21.6,82,80,81,47,3.4,1.7,25.3,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171181,2021-02-22,13:00:00,0,1007,1007,1006.2,1112,27.3,22.3,27.4,26.3,22.7,22,78,73,74,53,6.7,2.9,26.85,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171187,2021-02-22,19:00:00,0,1001.8,1003.1,1001.8,2007,30.7,21.6,32.3,30.6,22.4,20.4,59,52,58,94,5.7,1.5,31.45,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171193,2021-02-23,01:00:00,0,1005.1,1005.1,1004.2,0,27.5,22.8,27.7,27.2,23.1,22.7,78,75,76,77,3.4,1.3,27.45,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171199,2021-02-23,07:00:00,0,1004.4,1004.5,1004.1,0,25.8,22.6,26.3,25.8,22.9,22.4,83,80,83,65,5.3,1.7,26.05,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171205,2021-02-23,13:00:00,0,1007.8,1007.8,1007.2,1592,27.2,22.1,27.8,26.6,23.1,22,78,73,73,67,8.6,3,27.2,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171211,2021-02-23,19:00:00,0,1002.7,1004,1002.6,2025,30,22.1,30.5,29.2,22.9,21.5,66,60,62,70,5.4,2,29.85,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171217,2021-02-24,01:00:00,0,1003.6,1003.6,1002.6,0,27.2,23,28.2,27,23.3,22.7,80,73,78,71,2.2,0.8,27.6,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171223,2021-02-24,07:00:00,0,1003.8,1004.2,1003.8,0,25.6,22.9,25.8,25.5,23.3,22.7,87,84,85,85,1.2,0.2,25.65,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171229,2021-02-24,13:00:00,0,1007.6,1007.6,1006.8,1012,28.5,23.6,28.5,27.5,23.7,22.2,76,71,75,49,4.5,2,28,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171235,2021-02-24,19:00:00,0,1001.7,1003.1,1001.7,1164,30.3,23,31.9,29.9,24.3,21.4,70,55,65,335,6,1.2,30.9,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171241,2021-02-25,01:00:00,0,1004,1004,1002.8,0,26,23.2,26.2,25.8,23.3,22.6,85,82,84,350,1.9,0.4,26,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171247,2021-02-25,07:00:00,0.2,1003.2,1003.2,1002.8,0,24.2,22.7,24.4,23.7,22.7,21.2,91,86,91,10,2,1,24.05,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171253,2021-02-25,13:00:00,0.6,1007.3,1007.3,1005.9,1049,26.9,23.8,27.5,25.9,24.1,23.2,89,79,83,318,3.4,0.6,26.7,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171259,2021-02-25,19:00:00,0,1002.6,1003.9,1002.6,1367,27.3,22.3,27.7,26.9,22.9,21.4,77,71,74,298,2.7,0.6,27.3,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171265,2021-02-26,01:00:00,0,1003.7,1003.7,1003.1,0,24.9,23,25,24.7,23,22.7,90,87,89,136,1.3,0.5,24.85,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171271,2021-02-26,07:00:00,0,1002.2,1002.3,1002.1,0,24.7,23,24.9,24.7,23.5,23,92,90,90,114,3.5,1.5,24.8,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171277,2021-02-26,13:00:00,0,1006,1006,1004.8,474,25.5,21.7,26,25.5,23.7,21.7,88,79,80,45,8.5,3.3,25.75,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171283,2021-02-26,19:00:00,0,1001.3,1002.4,1001.3,842,26.5,21.5,26.9,26.4,21.7,20.9,74,70,74,38,4.1,1.4,26.65,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171289,2021-02-27,01:00:00,0,1002.8,1002.8,1002,0,25.3,22.8,25.6,25.3,22.8,22.6,86,84,86,119,4,1.3,25.45,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171295,2021-02-27,07:00:00,0,1002.9,1003.3,1002.9,0,24.8,23.4,24.8,24.3,23.5,23.1,93,92,92,45,1.2,0.5,24.55,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171301,2021-02-27,13:00:00,0,1005.6,1005.6,1004.5,2009,28.4,22.4,28.8,27.5,23.7,22,76,69,70,52,6.3,2.7,28.15,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171307,2021-02-27,19:00:00,0,1000.5,1001.9,1000.5,1966,29.4,21.7,30.3,28.6,22.4,21.2,67,59,63,89,5,2.5,29.45,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171313,2021-02-28,01:00:00,0,1002.7,1002.7,1001.8,0,27.2,22,27.6,27,22.3,21.7,75,71,73,42,2.3,0.5,27.3,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171319,2021-02-28,07:00:00,5.8,1001.7,1002.3,1001.7,0,24.3,23.2,26.2,24.3,23.3,22.6,94,81,94,334,4.1,0.5,25.25,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171325,2021-02-28,13:00:00,4.8,1005.3,1005.3,1004.1,152,23.8,22.9,24.3,23.8,23.4,22.9,95,94,95,74,4,2,24.05,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171331,2021-02-28,19:00:00,0,1000.7,1001.9,1000.7,1408,27.5,23.3,27.6,26,24.9,22.6,87,77,78,54,4.3,1.9,26.8,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171337,2021-03-01,01:00:00,0,1002.1,1002.1,1001.1,0,24.9,23,25,24.8,23,22.6,89,87,89,341,1.4,0.4,24.9,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171343,2021-03-01,07:00:00,0,1000.5,1001.3,1000.5,0,23.8,22.6,24.6,23.8,23.2,22.6,93,90,93,25,3.9,0.4,24.2,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171349,2021-03-01,13:00:00,0,1003.9,1003.9,1003.3,511,25.6,22.8,25.6,24.9,22.8,22.3,88,84,84,43,3.8,1.4,25.25,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171355,2021-03-01,19:00:00,0,999.6,1000.5,999.6,982,28.5,21.8,29,28.2,22.4,20.8,70,62,67,41,7.5,1.5,28.6,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
171361,2021-03-02,01:00:00,5.4,1002.2,1002.2,1001.2,0,24.7,23.2,26,24.7,24.2,23.2,92,89,91,42,5.9,1.8,25.35,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
